8.589752032418691679e-28,9.512013336372931160e-13,1.087142842045215715e-28,1.083384897844252518e-27,-7.742911868044408692e-29,-4.134699236052077931e-29,9.512013336372931160e-13,-1.698331105755435851e-28,-1.142626732680166750e-29,-2.462683759753008636e-29,4.445671439921438891e-29,8.721757735125971888e-28,7.665712113467694343e-28
9.512013336372939238e-13,1.508423259187464024e-27,4.352456164800090329e-29,9.512013336372927121e-13,7.661175549578050829e-29,-1.045849044095110615e-28,9.547764848314765047e-28,-2.858517159815704341e-29,1.434108304286177646e-28,1.603448967128290664e-28,-1.935681637658532799e-29,9.512013336372931160e-13,9.512013336372931160e-13
9.821038964126906503e-29,-1.493288732197453604e-28,2.463962490071390953e-28,5.070854372538679607e-29,7.134010002279710992e-13,3.704749165368885753e-29,2.842896531149452188e-28,7.134010002279707963e-13,7.134010002279709982e-13,7.134010002279709982e-13,1.401367782448520482e-28,2.938372815346122470e-28,1.962145203720578170e-28
4.188266647151513219e-28,9.512013336372941258e-13,1.087142842045216612e-28,6.432363593175353898e-28,-4.298072174529165411e-28,-4.122633242666310738e-29,9.512013336372939238e-13,-4.449595856457920213e-28,-2.865527423970500308e-28,-3.770049363700023948e-28,4.433605446535678985e-29,4.320272349858796118e-28,3.264226728200517228e-28
-3.568435924009879709e-29,-7.739319188304581365e-30,7.134010002279704934e-13,2.762475358265076266e-30,-3.153564442806842263e-29,2.378003334093234810e-13,1.413938280901763686e-28,-1.457452728392201769e-28,-2.117481241928626131e-28,-1.437404917292606192e-28,4.756006668186467600e-13,-9.204938924167036321e-29,-4.207255677998601438e-29
4.229865077479018094e-29,-4.814173577584152782e-29,8.976832708113174408e-29,2.047014978438458424e-30,2.378003334093239858e-13,-6.608847703491516076e-30,2.280700936097819690e-28,4.756006668186470629e-13,4.756006668186470629e-13,2.378003334093237334e-13,-3.485686976952864350e-29,1.465061229463458560e-28,8.140028843713822174e-29
9.512013336372939238e-13,1.508423259187464024e-27,4.352456164800094253e-29,9.512013336372929141e-13,9.144953786339485573e-29,-1.426916684058193417e-28,9.547764848314766841e-28,-4.342295396577136842e-29,1.285730480610034844e-28,1.751826790804434362e-28,1.874994761972300545e-29,9.512013336372931160e-13,9.512013336372935199e-13
7.676360864624172604e-29,4.065866442940710679e-29,7.134010002279704934e-13,2.177493967538804903e-28,-8.621662598466003123e-29,4.756006668186467600e-13,1.849873185466040653e-28,-4.932329801582207386e-29,-9.222515139568963835e-29,-9.281691112002432193e-29,2.378003334093233800e-13,1.630627389079292400e-29,8.437673023729691171e-29
7.676360864624171483e-29,4.065866442940706195e-29,7.134010002279704934e-13,2.177493967538804454e-28,-8.621662598465999760e-29,4.756006668186467600e-13,1.849873185466040429e-28,-4.932329801582206265e-29,-9.222515139568962714e-29,-9.281691112002432193e-29,2.378003334093233800e-13,1.630627389079291559e-29,8.437673023729690050e-29
-3.568435924009878027e-29,-7.739319188304575760e-30,7.134010002279705943e-13,2.762475358265113400e-30,2.923388559950854669e-29,2.378003334093234810e-13,1.413938280901764358e-28,-5.800838732110153574e-29,-1.240112386747439383e-28,-8.297096170168368907e-29,4.756006668186469619e-13,-9.204938924167035200e-29,-4.207255677998599196e-29
5.591173886647889530e-29,-1.011871374439038270e-28,1.263494802239626505e-28,4.866152874694830822e-29,4.756006668186472648e-13,8.925252235944570715e-30,5.621955950516338439e-29,2.378003334093237839e-13,2.378003334093239353e-13,4.756006668186473658e-13,1.794462934335717055e-28,1.473311585882663910e-28,1.148142319349196625e-28
4.188266647151514116e-28,9.512013336372941258e-13,1.087142842045216612e-28,6.432363593175354795e-28,-1.437500303719932851e-28,-4.140732232744953681e-29,9.512013336372939238e-13,-2.747798341182046746e-28,-1.163729908694627066e-28,-9.094774928907920611e-29,4.451704436614323609e-29,4.320272349858797015e-28,3.264226728200517677e-28
4.188266647151514116e-28,9.512013336372941258e-13,1.087142842045216387e-28,6.432363593175353898e-28,1.109015902863951708e-29,-4.140732232744957604e-29,9.512013336372939238e-13,-1.386080702254953117e-28,1.979877302324672076e-29,6.389244011155351763e-29,4.451704436614324730e-29,4.320272349858797015e-28,3.264226728200517677e-28
