canonical_url,date_published,domain,from_user_id,from_user_screen_name,id,is_mention,site_type,title,to_user_id,to_user_screen_name,tweet_created_at,tweet_id,tweet_type,url_id,site_domain,url_raw,original_query,from_user_botscore,to_user_botscore,tweet_url
https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,2021-05-25T15:50:55.000Z,newsmax.com,1266107526636015616,EynoufElizabeth,2444382,true,claim,Trump Congratulates Himself for Vaccine Rollout,20545835,newsmax,2021-05-25T18:01:32.000Z,1397251500850782215,origin,298371545,newsmax.com,https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,query=vaccine%20rollout%20sa&sort=relevant&type=Hoaxy&lang=,0.84,0.65,https://twitter.com/EynoufElizabeth/status/1397251500850782215
https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,2021-05-25T15:50:55.000Z,newsmax.com,20545835,newsmax,2444382,false,claim,Trump Congratulates Himself for Vaccine Rollout,1272287223417896960,izo15892778,2021-05-26T16:57:23.000Z,1397597747906293766,retweet,300265796,newsmax.com,https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,query=vaccine%20rollout%20sa&sort=relevant&type=Hoaxy&lang=,0.65,0.31,https://twitter.com/newsmax/status/1397597747906293766
https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,2021-05-25T15:50:55.000Z,newsmax.com,20545835,newsmax,2444382,false,claim,Trump Congratulates Himself for Vaccine Rollout,925523382153764864,DMDAnGeL3,2021-05-26T17:05:46.000Z,1397599857406353411,retweet,300265796,newsmax.com,https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,query=vaccine%20rollout%20sa&sort=relevant&type=Hoaxy&lang=,0.65,0.29,https://twitter.com/newsmax/status/1397599857406353411
https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,2021-05-25T15:50:55.000Z,newsmax.com,20545835,newsmax,2444382,false,claim,Trump Congratulates Himself for Vaccine Rollout,769939753,redswirll,2021-05-26T17:09:06.000Z,1397600696778858506,retweet,300265796,newsmax.com,https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,query=vaccine%20rollout%20sa&sort=relevant&type=Hoaxy&lang=,0.65,0.32,https://twitter.com/newsmax/status/1397600696778858506
https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,2021-05-25T15:50:55.000Z,newsmax.com,20545835,newsmax,2444382,false,claim,Trump Congratulates Himself for Vaccine Rollout,806672105261633536,ScorpioMrzFrog,2021-05-26T17:10:46.000Z,1397601112929316865,retweet,300265796,newsmax.com,https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,query=vaccine%20rollout%20sa&sort=relevant&type=Hoaxy&lang=,0.65,0.16,https://twitter.com/newsmax/status/1397601112929316865
https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,2021-05-25T15:50:55.000Z,newsmax.com,20545835,newsmax,2444382,false,claim,Trump Congratulates Himself for Vaccine Rollout,3230937520,Parthlan,2021-05-26T17:11:23.000Z,1397601270693867528,retweet,300265796,newsmax.com,https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,query=vaccine%20rollout%20sa&sort=relevant&type=Hoaxy&lang=,0.65,0.31,https://twitter.com/newsmax/status/1397601270693867528
https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,2021-05-25T15:50:55.000Z,newsmax.com,20545835,newsmax,2444382,false,claim,Trump Congratulates Himself for Vaccine Rollout,1367194882083856384,Castle55958017,2021-05-26T17:12:04.000Z,1397601442161172485,retweet,300265796,newsmax.com,https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,query=vaccine%20rollout%20sa&sort=relevant&type=Hoaxy&lang=,0.65,0.31,https://twitter.com/newsmax/status/1397601442161172485
https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,2021-05-25T15:50:55.000Z,newsmax.com,20545835,newsmax,2444382,false,claim,Trump Congratulates Himself for Vaccine Rollout,1347522875268411398,LifeMat61284049,2021-05-26T17:13:54.000Z,1397601902762790913,retweet,300265796,newsmax.com,https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,query=vaccine%20rollout%20sa&sort=relevant&type=Hoaxy&lang=,0.65,0.42,https://twitter.com/newsmax/status/1397601902762790913
https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,2021-05-25T15:50:55.000Z,newsmax.com,20545835,newsmax,2444382,false,claim,Trump Congratulates Himself for Vaccine Rollout,798444365844803584,cwmcclelland,2021-05-26T17:16:56.000Z,1397602667271278592,retweet,300265796,newsmax.com,https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,query=vaccine%20rollout%20sa&sort=relevant&type=Hoaxy&lang=,0.65,0.06,https://twitter.com/newsmax/status/1397602667271278592
https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,2021-05-25T15:50:55.000Z,newsmax.com,20545835,newsmax,2444382,false,claim,Trump Congratulates Himself for Vaccine Rollout,1372313369374564354,jeanetteschwei3,2021-05-26T17:20:06.000Z,1397603465216548865,retweet,300265796,newsmax.com,https://www.newsmax.com/us/trump-covid-19-vaccine-distribution/2021/05/25/id/1022672/,query=vaccine%20rollout%20sa&sort=relevant&type=Hoaxy&lang=,0.65,0.37,https://twitter.com/newsmax/status/1397603465216548865
