,to_user_type,from_user_type,to_user_bot_type,from_user_bot_type,canonical_url,date_published,domain,from_user_id,from_user_screen_name,id,is_mention,site_type,title,to_user_id,to_user_screen_name,tweet_created_at,tweet_id,tweet_type,url_id,site_domain,url_raw,original_query,from_user_botscore,to_user_botscore,tweet_url
818,bot,human,private_account,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1285586433890295809,MarkLoranger3,2021-10-16T15:56:00.000Z,1449403764914393090,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.75,https://twitter.com/JonPort79449036/status/1449403764914393090
819,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1441790821301293065,pickens_leon,2021-10-16T16:31:25.000Z,1449412675113476098,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.94,https://twitter.com/JonPort79449036/status/1449412675113476098
820,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1386015104601309185,EvaMeye17708673,2021-10-16T16:52:24.000Z,1449417956614569987,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.14,https://twitter.com/JonPort79449036/status/1449417956614569987
821,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1144206546538291207,JetThisWay1,2021-10-16T16:51:59.000Z,1449417850708324354,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.7,https://twitter.com/JonPort79449036/status/1449417850708324354
822,bot,human,private_account,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1420495373106401284,NancyWoo74,2021-10-16T16:50:47.000Z,1449417550161403905,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.88,https://twitter.com/JonPort79449036/status/1449417550161403905
823,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,136489039,gotgiveawayinfo,2021-10-16T16:50:33.000Z,1449417492963725315,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.25,https://twitter.com/JonPort79449036/status/1449417492963725315
824,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,624190377,BlakeElvira,2021-10-16T16:50:01.000Z,1449417358502674433,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.13,https://twitter.com/JonPort79449036/status/1449417358502674433
825,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1315870681540722689,LeslieUngar,2021-10-16T16:49:50.000Z,1449417310138208265,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.86,https://twitter.com/JonPort79449036/status/1449417310138208265
826,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,2944829301,wordmanken,2021-10-16T16:49:13.000Z,1449417153959055361,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.21,https://twitter.com/JonPort79449036/status/1449417153959055361
827,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,391457381,gandawahine,2021-10-16T16:48:22.000Z,1449416940456484868,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.32,https://twitter.com/JonPort79449036/status/1449416940456484868
828,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,721034881,OCA_Mens,2021-10-16T16:48:04.000Z,1449416867622313984,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.22,https://twitter.com/JonPort79449036/status/1449416867622313984
829,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,3348858118,OmShanti1504,2021-10-16T16:47:35.000Z,1449416742938333188,retweet,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.22,https://twitter.com/JonPort79449036/status/1449416742938333188
831,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1369358370927443975,Mississippi_son,2021-10-16T16:52:38.000Z,1449418017771700224,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.69,https://twitter.com/JonPort79449036/status/1449418017771700224
832,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1323643318107078657,AusbornCarol,2021-10-16T17:00:37.000Z,1449420026038165508,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.82,https://twitter.com/JonPort79449036/status/1449420026038165508
833,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,611046220,grew_tom,2021-10-16T17:00:08.000Z,1449419905158221824,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.86,https://twitter.com/JonPort79449036/status/1449419905158221824
834,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1127058636138659841,kirbempire,2021-10-16T16:59:04.000Z,1449419633677590530,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.73,https://twitter.com/JonPort79449036/status/1449419633677590530
835,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1280966055288950786,Terese39277524,2021-10-16T16:58:45.000Z,1449419553772118019,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.65,https://twitter.com/JonPort79449036/status/1449419553772118019
836,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,193386214,indianamachine,2021-10-16T16:57:33.000Z,1449419254084767747,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.4,https://twitter.com/JonPort79449036/status/1449419254084767747
837,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1139551434901508097,Candice11845161,2021-10-16T16:55:47.000Z,1449418807072677890,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.35,https://twitter.com/JonPort79449036/status/1449418807072677890
838,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,2523909654,MickMadlee,2021-10-16T16:54:30.000Z,1449418484321071110,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.37,https://twitter.com/JonPort79449036/status/1449418484321071110
839,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,959190610803601410,Chill100K,2021-10-16T16:53:42.000Z,1449418282419687427,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.1,https://twitter.com/JonPort79449036/status/1449418282419687427
840,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,4213424419,vicky_arterburn,2021-10-16T16:53:10.000Z,1449418151020490756,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.2,https://twitter.com/JonPort79449036/status/1449418151020490756
841,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,924737733742022656,arlene_muhammad,2021-10-16T16:52:50.000Z,1449418068002844677,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.12,https://twitter.com/JonPort79449036/status/1449418068002844677
842,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1282876472194031617,Mountaingirl4e1,2021-10-16T16:56:27.000Z,1449418974559674369,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.89,https://twitter.com/JonPort79449036/status/1449418974559674369
843,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,254338762,tbarrongentry,2021-10-16T16:47:30.000Z,1449416721954136064,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.23,https://twitter.com/JonPort79449036/status/1449416721954136064
844,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1445071812530872321,Midnigh21917722,2021-10-16T16:47:00.000Z,1449416596678709261,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.98,https://twitter.com/JonPort79449036/status/1449416596678709261
845,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,590959701,jguimara1010,2021-10-16T16:39:53.000Z,1449414805543063553,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.68,https://twitter.com/JonPort79449036/status/1449414805543063553
846,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,840851419603320832,kimblt01,2021-10-16T16:38:41.000Z,1449414504371167241,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.77,https://twitter.com/JonPort79449036/status/1449414504371167241
847,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1069664602428989440,mkhealnaturally,2021-10-16T16:38:27.000Z,1449414447953588231,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.86699,https://twitter.com/JonPort79449036/status/1449414447953588231
848,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1246492836700119041,GIyowhi,2021-10-16T16:37:50.000Z,1449414292428763138,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.76,https://twitter.com/JonPort79449036/status/1449414292428763138
849,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,912047450583683073,Jayneybug,2021-10-16T16:40:05.000Z,1449414856952750083,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.79,https://twitter.com/JonPort79449036/status/1449414856952750083
850,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,991178389070471174,TownsendSnyder,2021-10-16T16:37:32.000Z,1449414217803706368,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.34,https://twitter.com/JonPort79449036/status/1449414217803706368
851,bot,human,other,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,818455148271964160,GoodLawProject,2021-10-16T16:34:37.000Z,1449413480176570371,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.43,https://twitter.com/JonPort79449036/status/1449413480176570371
852,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,259685950,pjhlaw,2021-10-16T16:34:37.000Z,1449413480176570371,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.4,https://twitter.com/JonPort79449036/status/1449413480176570371
853,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,142640919,Francis_Hoar,2021-10-16T16:34:37.000Z,1449413480176570371,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.16,https://twitter.com/JonPort79449036/status/1449413480176570371
854,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1333875301261127680,L4L_UK,2021-10-16T16:34:37.000Z,1449413480176570371,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.68,https://twitter.com/JonPort79449036/status/1449413480176570371
855,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,506935752,Vlahkmaak,2021-10-16T16:32:15.000Z,1449412884337922057,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.12,https://twitter.com/JonPort79449036/status/1449412884337922057
856,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1324684628,megabitePetFood,2021-10-16T17:01:50.000Z,1449420331500834826,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.8,https://twitter.com/JonPort79449036/status/1449420331500834826
857,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1424817288532922370,RetailRosie,2021-10-16T16:42:14.000Z,1449415396440870917,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.21,https://twitter.com/JonPort79449036/status/1449415396440870917
858,bot,human,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1433652273909960705,VisennaAtzlee,2021-10-16T16:47:00.000Z,1449416596678709261,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.84,https://twitter.com/JonPort79449036/status/1449416596678709261
860,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1356946718152003584,Algofriends,2021-10-16T16:46:35.000Z,1449416491468734475,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.31,https://twitter.com/JonPort79449036/status/1449416491468734475
861,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1339980993881645057,ChrisTh55003384,2021-10-16T16:45:31.000Z,1449416225398968324,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.25,https://twitter.com/JonPort79449036/status/1449416225398968324
862,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,49018800,robertcoggins,2021-10-16T16:44:48.000Z,1449416044129439750,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.38,https://twitter.com/JonPort79449036/status/1449416044129439750
863,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,868632818037002240,PeterEnns3,2021-10-16T16:41:28.000Z,1449415203561656321,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.11,https://twitter.com/JonPort79449036/status/1449415203561656321
864,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,2469512858,JustinNoordyke,2021-10-16T16:44:13.000Z,1449415899375603720,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.08,https://twitter.com/JonPort79449036/status/1449415899375603720
865,human,human,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1330274353284526080,JonPort79449036,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,93878001,lisamjo,2021-10-16T16:43:58.000Z,1449415832791130114,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.22,0.08,https://twitter.com/JonPort79449036/status/1449415832791130114
